category_norm,category_title,occurrence_count,first_date,last_date,distinct_member_sets,fill_blank_occurrences,mean_expert_difficulty,mean_user_difficulty_calibrated,mean_failure_rate,mean_average_mistakes,merged_unique_items
THINGS WITH LAYERS,THINGS WITH LAYERS,1,2025-03-24,2025-03-24,1,0,2.6,1.7681519959596235,0.124852,1.02527,4
THINGS WITH MANTLES/MANTELS,THINGS WITH MANTLES/MANTELS,1,2026-06-23,2026-06-23,1,0,2.8,2.564878855694459,0.262127,1.804674,4
THINGS WITH NECKS,THINGS WITH NECKS,1,2025-02-06,2025-02-06,1,0,2.5,2.0957587756936977,0.188119,1.338933,4
THINGS WITH NEEDLE/S,THINGS WITH NEEDLE/S,1,2024-12-04,2024-12-04,1,0,3.8,3.7292931113187215,0.55797,2.848555,4
THINGS WITH SPOTS,THINGS WITH SPOTS,1,2024-11-18,2024-11-18,1,0,2.3,1.7883596144267586,0.134775,1.038597,4
THINGS WITH SPOUTS,THINGS WITH SPOUTS,1,2024-07-29,2024-07-29,1,0,3.3,3.234081302011147,0.410761,2.425995,4
THINGS WITH STEMS,THINGS WITH STEMS,1,2025-12-25,2025-12-25,1,0,2.5,3.3228010039582334,0.450645,2.488188,4
THINGS WITH STRINGS,THINGS WITH STRINGS,1,2026-03-17,2026-03-17,1,0,2.5,2.3597415427546675,0.22172,1.609059,4
THINGS WITH STRIPES,THINGS WITH STRIPES,1,2026-02-06,2026-02-06,1,0,2.5,2.450219524794614,0.272141,1.662738,4
THINGS WITH TABS,THINGS WITH TABS,1,2025-04-03,2025-04-03,1,0,3.3,4.028499712943888,0.5979,3.152879,4
THINGS WITH WHEELS,THINGS WITH WHEELS,1,2024-10-30,2024-10-30,1,0,3.1,2.3365544956378406,0.216301,1.5878,4
THINGS WITH WINGS,THINGS WITH WINGS,1,2025-03-23,2025-03-23,1,0,3.0,3.837257419205562,0.580911,2.949833,4
THINGS WORN AROUND THE NECK,THINGS WORN AROUND THE NECK,1,2026-05-09,2026-05-09,1,0,2.3,2.826574033430461,0.292963,2.074933,4
THINGS WORN ON LAPELS,THINGS WORN ON LAPELS,1,2025-11-21,2025-11-21,1,0,3.5,3.631386547986791,0.50357,2.790308,4
THINGS YOU ASSEMBLE,THINGS YOU ASSEMBLE,1,2025-12-04,2025-12-04,1,0,2.0,1.6513719515518297,0.094941,0.920819,4
THINGS YOU CAN BLOW,THINGS YOU CAN BLOW,1,2025-05-31,2025-05-31,1,0,2.3,2.0226967187653404,0.153441,1.289549,4
THINGS YOU CAN CONTROL WITH REMOTES,THINGS YOU CAN CONTROL WITH REMOTES,1,2025-10-21,2025-10-21,1,0,2.0,1.908874374385231,0.141799,1.170232,4
THINGS YOU CAN CRACK,THINGS YOU CAN CRACK,1,2025-04-20,2025-04-20,1,0,3.5,3.061643826903141,0.394986,2.243371,4
THINGS YOU CAN DO ON SOCIAL MEDIA,THINGS YOU CAN DO ON SOCIAL MEDIA,1,2026-01-05,2026-01-05,1,0,2.0,3.816330148777533,0.572593,2.934073,4
THINGS YOU CAN DO TO TEXT,THINGS YOU CAN DO TO TEXT,1,2025-10-24,2025-10-24,1,0,2.5,2.176988187062299,0.173877,1.446634,4
THINGS YOU CAN DO WITH A FOOTBALL,THINGS YOU CAN DO WITH A FOOTBALL,1,2025-07-19,2025-07-19,1,0,2.8,2.921907927916682,0.348228,2.129355,4
THINGS YOU CAN DO WITH YOUR EYELIDS,THINGS YOU CAN DO WITH YOUR EYELIDS,1,2024-10-31,2024-10-31,1,0,3.3,3.0615482209663076,0.325338,2.312909,4
THINGS YOU CAN DO WITH YOUR LIPS,THINGS YOU CAN DO WITH YOUR LIPS,1,2025-05-12,2025-05-12,1,0,3.0,3.357902289094307,0.43014,2.549079,4
THINGS YOU CAN INSERT IN A DOCUMENT,THINGS YOU CAN INSERT IN A DOCUMENT,1,2025-06-10,2025-06-10,1,0,3.0,3.2499275514689026,0.410625,2.444363,4
THINGS YOU CAN INSERT INTO A SPREADSHEET,THINGS YOU CAN INSERT INTO A SPREADSHEET,1,2025-04-21,2025-04-21,1,0,2.8,2.4840388212322355,0.215449,1.758341,4
THINGS YOU CAN PICK,THINGS YOU CAN PICK,1,2025-04-18,2025-04-18,1,0,3.0,3.146315051997758,0.401854,2.333922,4
THINGS YOU CAN PRACTICE,THINGS YOU CAN PRACTICE,1,2025-06-03,2025-06-03,1,0,2.3,2.849980105057125,0.334969,2.059857,4
THINGS YOU CAN PUMP,THINGS YOU CAN PUMP,1,2025-07-29,2025-07-29,1,0,2.3,2.8858158176170585,0.327099,2.108958,4
THINGS YOU CAN SCRATCH,THINGS YOU CAN SCRATCH,1,2025-11-25,2025-11-25,1,0,2.3,3.263556612336995,0.449671,2.420998,4
"THINGS YOU CAN THROW, IN METAPHORS","THINGS YOU CAN THROW, IN METAPHORS",1,2024-07-03,2024-07-03,1,0,2.8,2.5739353453472567,0.295687,1.781534,4
THINGS YOU DO AT SOMEONE'S FRONT DOOR,THINGS YOU DO AT SOMEONE'S FRONT DOOR,1,2025-07-09,2025-07-09,1,0,2.5,1.8092234372785252,0.143525,1.053852,4
THINGS YOU DON'T EAT THAT END IN FOODS,THINGS YOU DON'T EAT THAT END IN FOODS,1,2026-03-01,2026-03-01,1,0,2.0,1.450925413531054,0.065457,0.719678,4
THINGS YOU MIGHT DO DURING A BORING CLASS/MEETING,THINGS YOU MIGHT DO DURING A BORING CLASS/MEETING,1,2025-08-08,2025-08-08,1,0,2.8,3.283446992922818,0.4264,2.467154,4
THINGS YOU MIGHT DO IN YOUR SLEEP,THINGS YOU MIGHT DO IN YOUR SLEEP,1,2025-01-29,2025-01-29,1,0,2.5,2.297529021367181,0.19381,1.56539,4
THINGS YOU SHAKE,THINGS YOU SHAKE,1,2024-12-11,2024-12-11,1,0,1.0,3.6991824560853694,0.54633,2.825551,4
THINGS YOU'RE NOT SUPPOSED TO REVEAL,THINGS YOU'RE NOT SUPPOSED TO REVEAL,1,2026-06-09,2026-06-09,1,0,2.8,2.1837231907397974,0.179989,1.448271,4
THINK OF TOGETHER,THINK OF TOGETHER,1,2024-12-07,2024-12-07,1,0,3.7,3.63707597037328,0.537447,2.762977,4
THIRD ___,THIRD ___,1,2025-07-31,2025-07-31,1,1,2.5,3.008839798844977,0.371931,2.205672,4
THROB,THROB,1,2025-04-07,2025-04-07,1,0,3.8,3.661670163051324,0.472472,2.856249,4
TICKETED EVENTS,TICKETED EVENTS,1,2025-04-14,2025-04-14,1,0,3.4,3.2153381926673292,0.40462,2.410571,4
TIER,TIER,1,2024-08-22,2024-08-22,1,0,2.8,2.9376385811053565,0.364408,2.131274,4
TIGHTLY PACKED,TIGHTLY PACKED,1,2026-06-25,2026-06-25,1,0,1.0,1.3571107842956092,0.056975,0.620221,4
TILT,TILT,1,2026-04-14,2026-04-14,1,0,2.3,3.0126996712584195,0.381506,2.200538,4
TIME ADVERBS,TIME ADVERBS,1,2025-02-08,2025-02-08,1,0,3.8,1.8573532041703995,0.125807,1.126946,4
TIME OFF,TIME OFF,1,2025-02-17,2025-02-17,1,0,2.8,2.3971460618235545,0.231698,1.642117,4
"TINY AMOUNT, WITH “A”","TINY AMOUNT, WITH “A”",1,2025-02-03,2025-02-03,1,0,3.8,3.1390785517243227,0.39749,2.32996,4
TINY BIT,TINY BIT,1,2026-05-25,2026-05-25,1,0,3.0,2.955499508395663,0.358612,2.15762,4
TIPS FOR WORKING OUT SAFELY,TIPS FOR WORKING OUT SAFELY,1,2025-06-07,2025-06-07,1,0,2.5,3.5283216097902406,0.490953,2.684343,4
TITLE CHARACTERS IN '80S MOVIES,TITLE CHARACTERS IN '80S MOVIES,1,2025-09-23,2025-09-23,1,0,2.5,2.562108890960921,0.268901,1.794713,4
TITLE FIGURES IN CLASSIC VIDEO GAMES,TITLE FIGURES IN CLASSIC VIDEO GAMES,1,2025-10-09,2025-10-09,1,0,2.8,1.64913477262992,0.112066,0.90112,4
TITULAR ANIMALS OF FILM,TITULAR ANIMALS OF FILM,1,2025-05-14,2025-05-14,1,0,3.3,2.493268270716214,0.256976,1.727433,4
TO-BO- COMPOUND WORDS,TO-BO- COMPOUND WORDS,1,2025-03-01,2025-03-01,1,0,3.8,3.006636516573399,0.381939,2.193129,4
TOM HANKS ROLES,TOM HANKS ROLES,1,2026-02-14,2026-02-14,1,0,2.3,2.8528413300030957,0.325294,2.072824,4
TOOLS MINUS LAST TWO LETTERS,TOOLS MINUS LAST TWO LETTERS,1,2026-06-18,2026-06-18,1,0,1.7,2.615981967221863,0.282872,1.842726,4
TOOTHED WHEELS,TOOTHED WHEELS,1,2026-03-15,2026-03-15,1,0,2.0,2.9002192865735044,0.33662,2.116009,4
TOP ___,TOP ___,1,2025-07-07,2025-07-07,1,1,2.3,2.8119689228617837,0.296548,2.054544,4
TOPPLE,TOPPLE,1,2025-10-19,2025-10-19,1,0,2.7,2.721294514078888,0.335649,1.911117,4
TORUS-SHAPED THINGS,TORUS-SHAPED THINGS,1,2024-08-26,2024-08-26,1,0,3.0,2.3925109121768777,0.261484,1.606998,4
TOUCHSCREEN GESTURES,TOUCHSCREEN GESTURES,1,2025-09-21,2025-09-21,1,0,2.0,1.79932387709183,0.112138,1.073849,4
TOURNAMENT ROUNDS,TOURNAMENT ROUNDS,1,2025-12-15,2025-12-15,1,0,1.0,2.2033250152253583,0.207158,1.443655,4
TRADEMARKS THAT HAVE BECOME VERBS,TRADEMARKS THAT HAVE BECOME VERBS,1,2025-07-11,2025-07-11,1,0,3.0,3.714347295956964,0.529094,2.860235,4
TRAINING ___,TRAINING ___,1,2026-04-16,2026-04-16,1,1,2.0,3.1183398857353204,0.387739,2.31585,4
TRANSLUCENT GOLDEN THINGS,TRANSLUCENT GOLDEN THINGS,1,2026-05-01,2026-05-01,1,0,2.0,2.5886386692874086,0.268005,1.826133,4
"TRANSLUCENT, AS FABRIC","TRANSLUCENT, AS FABRIC",1,2026-06-07,2026-06-07,1,0,2.8,2.8718390987968436,0.338317,2.081659,4
TRAVEL ON FOOT,TRAVEL ON FOOT,1,2025-07-26,2025-07-26,1,0,2.8,3.1106705513114923,0.398894,2.295871,4
TREE FEATURES,TREE FEATURES,1,2024-08-31,2024-08-31,1,0,2.9,2.736116041722761,0.310531,1.953288,4
TREE HOMOPHONES,TREE HOMOPHONES,1,2024-12-29,2024-12-29,1,0,2.0,1.6793784070299584,0.090275,0.957708,4
TREES PLUS A LETTER,TREES PLUS A LETTER,1,2026-02-02,2026-02-02,1,0,2.5,3.2540281770141903,0.408,2.451706,4
TRICKY,TRICKY,1,2025-12-05,2025-12-05,1,0,1.7,2.2335825559434817,0.209185,1.476441,4
TRIO OF SPORTS ACHIEVEMENTS,TRIO OF SPORTS ACHIEVEMENTS,1,2024-09-25,2024-09-25,1,0,3.0,2.5494332820265257,0.222451,1.826579,4
TROPICAL FRUITS/VEGETABLES,TROPICAL FRUITS/VEGETABLES,1,2025-11-22,2025-11-22,1,0,3.0,2.877797086951347,0.34086,2.085971,4
TROUNCE,TROUNCE,1,2025-08-16,2025-08-16,1,0,2.2,2.504706217341053,0.252398,1.745171,4
TURN TAIL,TURN TAIL,1,2024-10-06,2024-10-06,1,0,2.3,1.401086907804497,0.064242,0.663551,4
TURN THE ___,TURN THE ___,1,2025-01-18,2025-01-18,1,1,3.0,2.442676216378431,0.222691,1.703509,4
TV COMEDY FAMILIES,TV COMEDY FAMILIES,1,2025-02-02,2025-02-02,1,0,3.0,3.992448452453638,0.611442,3.097858,4
TV DISPLAY SETTINGS,TV DISPLAY SETTINGS,1,2025-05-09,2025-05-09,1,0,2.7,2.207094496571249,0.17546,1.47969,4
TV SHOW TITLE SURNAMES,TV SHOW TITLE SURNAMES,1,2026-04-13,2026-04-13,1,0,2.3,2.4522715758570186,0.269651,1.667589,4
TV SHOWS MINUS “S”,TV SHOWS MINUS “S”,1,2024-07-09,2024-07-09,1,0,3.5,3.7135094402923485,0.575852,2.812513,4
TV-RELATED ABBREVIATIONS IN THE '80S,TV-RELATED ABBREVIATIONS IN THE '80S,1,2025-09-03,2025-09-03,1,0,2.8,1.633244196783269,0.096233,0.89867,4
TYPES OF ACADEMIC COURSES,TYPES OF ACADEMIC COURSES,1,2025-01-22,2025-01-22,1,0,3.3,2.5876582738624223,0.278259,1.814751,4
TYPES OF BAGS,TYPES OF BAGS,1,2024-06-28,2024-06-28,1,0,2.7,2.4223712536847013,0.217238,1.6856,4
TYPES OF COME-FROM-BEHIND STORIES,TYPES OF COME-FROM-BEHIND STORIES,1,2024-06-21,2024-06-21,1,0,3.0,2.259244058534543,0.206678,1.508473,4
TYPES OF POOLS,TYPES OF POOLS,1,2025-10-15,2025-10-15,1,0,3.3,3.6574156988622226,0.50254,2.821286,4
TYPES OF RADIO,TYPES OF RADIO,1,2024-12-16,2024-12-16,1,0,3.3,3.801286120044301,0.547504,2.941853,4
TYPES OF SENTENCES,TYPES OF SENTENCES,1,2024-12-20,2024-12-20,1,0,1.5,1.3969002369160588,0.070396,0.65258,4
TYPES OF SNOW,TYPES OF SNOW,1,2025-05-15,2025-05-15,1,0,3.0,2.9595705830150205,0.381119,2.139797,4
TYPOGRAPHICAL SYMBOLS,TYPOGRAPHICAL SYMBOLS,1,2026-05-30,2026-05-30,1,0,2.0,2.8885996886686813,0.339423,2.099837,4
U.S. CITIES,U.S. CITIES,1,2025-03-07,2025-03-07,1,0,4.3,2.8505320120561204,0.345278,2.050183,4
U.S. CITY NICKNAMES,U.S. CITY NICKNAMES,1,2026-04-01,2026-04-01,1,0,2.0,2.8326710847658134,0.331125,2.043786,4
U.S. COLLEGES/UNIVERSITIES,U.S. COLLEGES/UNIVERSITIES,1,2024-08-29,2024-08-29,1,0,3.0,3.4482942257911033,0.491517,2.591703,4
U.S. PRESIDENTIAL NICKNAMES,U.S. PRESIDENTIAL NICKNAMES,1,2025-03-25,2025-03-25,1,0,2.4,2.0579709637325956,0.177094,1.306481,4
U.S. PRESIDENTS,U.S. PRESIDENTS,1,2025-08-22,2025-08-22,1,0,3.3,2.858614190298094,0.339337,2.065423,4
"U.S. STATE ABBREVIATIONS, PER AP STYLE GUIDE","U.S. STATE ABBREVIATIONS, PER AP STYLE GUIDE",1,2024-12-26,2024-12-26,1,0,2.5,1.6178664164159993,0.090506,0.886704,4
UMAMI-RICH FOODS,UMAMI-RICH FOODS,1,2026-06-19,2026-06-19,1,0,2.0,3.3674237712580686,0.445111,2.545063,4
UNDERTAKING,UNDERTAKING,1,2024-11-29,2024-11-29,1,0,3.3,3.2660762633450044,0.440583,2.432985,4
UNDERWEAR IN THE SINGULAR,UNDERWEAR IN THE SINGULAR,1,2024-06-28,2024-06-28,1,0,2.7,2.4223712536847013,0.217238,1.6856,4
"UNEXPECTED PLACES TO BE ""OUT OF""","UNEXPECTED PLACES TO BE ""OUT OF""",1,2026-05-08,2026-05-08,1,0,2.0,2.166091717697892,0.179971,1.428003,4
UNEXPECTED WINNER,UNEXPECTED WINNER,1,2026-04-18,2026-04-18,1,0,1.5,1.562966880051415,0.086425,0.82762,4
UNFLUCTUATING,UNFLUCTUATING,1,2025-03-24,2025-03-24,1,0,2.6,1.7681519959596235,0.124852,1.02527,4
UNINHIBITEDNESS,UNINHIBITEDNESS,1,2025-03-17,2025-03-17,1,0,2.0,2.0709542499546196,0.15086,1.347653,4
UNITS OF BEER,UNITS OF BEER,1,2025-04-17,2025-04-17,1,0,2.5,2.262949223159291,0.190783,1.528631,4
UNITS OF MEASURE,UNITS OF MEASURE,1,2026-01-10,2026-01-10,1,0,2.3,2.2555736597050067,0.209761,1.501167,4
UNITS OF TV PROGRAMS,UNITS OF TV PROGRAMS,1,2026-05-09,2026-05-09,1,0,2.3,2.826574033430461,0.292963,2.074933,4
UNITS OF VOLUME PLUS LETTER,UNITS OF VOLUME PLUS LETTER,1,2025-03-26,2025-03-26,1,0,3.2,3.6811277094867543,0.519231,2.831877,4
UNITS OF VOLUME WITH LAST LETTER CHANGED,UNITS OF VOLUME WITH LAST LETTER CHANGED,1,2026-03-25,2026-03-25,1,0,2.8,2.674686619872431,0.289304,1.903837,4
"UNNATURAL, AS MANNERISMS","UNNATURAL, AS MANNERISMS",1,2025-09-30,2025-09-30,1,0,3.0,2.8438708856934483,0.358919,2.028878,4
UNNERVE,UNNERVE,1,2026-04-30,2026-04-30,1,0,1.3,2.7491436543336807,0.335242,1.943566,4
UP FOR ANYTHING,UP FOR ANYTHING,1,2025-05-18,2025-05-18,1,0,2.3,2.3951548509027716,0.239781,1.631743,4
UP FOR IT,UP FOR IT,1,2024-08-04,2024-08-04,1,0,2.6,2.042744414574499,0.181532,1.284524,4
UPSWING,UPSWING,1,2024-10-30,2024-10-30,1,0,3.1,2.3365544956378406,0.216301,1.5878,4
UPTICK,UPTICK,1,2026-02-14,2026-02-14,1,0,2.3,2.8528413300030957,0.325294,2.072824,4
URL ENDINGS PLUS A LETTER,URL ENDINGS PLUS A LETTER,1,2025-05-03,2025-05-03,1,0,4.3,4.008014837259935,0.619645,3.107565,4
USE A KITCHEN KNIFE,USE A KITCHEN KNIFE,1,2024-10-02,2024-10-02,1,0,2.8,2.4240938988374694,0.268732,1.636088,4
USED DURING A PRESENTATION,USED DURING A PRESENTATION,1,2025-10-17,2025-10-17,1,0,2.0,1.148051889655873,0.028737,0.407925,4
USED FOR TEA,USED FOR TEA,1,2025-08-28,2025-08-28,1,0,2.3,1.8416859985579874,0.12207,1.112657,4
USED IN HAIR CARE,USED IN HAIR CARE,1,2024-11-18,2024-11-18,1,0,2.3,1.7883596144267586,0.134775,1.038597,4
USED IN METAPHORS FOR PRECARIOUS SITUATIONS,USED IN METAPHORS FOR PRECARIOUS SITUATIONS,1,2026-01-09,2026-01-09,1,0,2.8,2.9475233658290865,0.378895,2.12816,4
USED IN MOVIE PRACTICAL EFFECTS,USED IN MOVIE PRACTICAL EFFECTS,1,2026-06-13,2026-06-13,1,0,1.8,1.8952609581249844,0.124869,1.171499,4
USED IN STARTING A FIRE,USED IN STARTING A FIRE,1,2024-12-09,2024-12-09,1,0,2.6,2.2275654659371176,0.183603,1.4951,4
USED IN VENTILATION,USED IN VENTILATION,1,2025-07-10,2025-07-10,1,0,3.3,2.0374182947479786,0.157877,1.302051,4
USED IN WEAVING,USED IN WEAVING,1,2026-02-09,2026-02-09,1,0,2.3,1.8360565471682402,0.129742,1.098508,4
USED TO CLEAR SNOW,USED TO CLEAR SNOW,1,2025-01-21,2025-01-21,1,0,2.0,2.2311819777840745,0.215821,1.467043,4
USED TO DECORATE A SNOWMAN,USED TO DECORATE A SNOWMAN,1,2025-08-05,2025-08-05,1,0,2.0,2.105786969322679,0.218317,1.320273,4
USED TO GROW A HOUSEPLANT,USED TO GROW A HOUSEPLANT,1,2025-10-05,2025-10-05,1,0,2.8,2.59804716261673,0.305504,1.799459,4
USED TO HIT A BALL IN SPORTS,USED TO HIT A BALL IN SPORTS,1,2025-08-14,2025-08-14,1,0,1.8,1.9415020731919517,0.139944,1.209627,4
USED TO MAKE COFFEE,USED TO MAKE COFFEE,1,2024-12-30,2024-12-30,1,0,3.0,3.1653084750671043,0.403321,2.354308,4
USED TO REDIRECT TRAFFIC,USED TO REDIRECT TRAFFIC,1,2024-07-22,2024-07-22,1,0,3.7,3.4486210242660986,0.459883,2.623713,4
USED TO VIEW A BIOLOGICAL SAMPLE,USED TO VIEW A BIOLOGICAL SAMPLE,1,2024-12-09,2024-12-09,1,0,2.6,2.2275654659371176,0.183603,1.4951,4
USED WHEN SERVING SOUP,USED WHEN SERVING SOUP,1,2025-02-09,2025-02-09,1,0,2.5,1.8724641570594152,0.122224,1.147915,4
UTOPIA,UTOPIA,1,2024-12-11,2024-12-11,1,0,1.0,3.6991824560853694,0.54633,2.825551,4
UTTERANCE,UTTERANCE,1,2024-07-23,2024-07-23,1,0,3.0,3.322307329666219,0.43969,2.498575,4
VACATION EMOJI,VACATION EMOJI,1,2026-03-01,2026-03-01,1,0,2.0,1.450925413531054,0.065457,0.719678,4
VALLEY,VALLEY,1,2025-04-26,2025-04-26,1,0,3.3,2.5193782520655135,0.299045,1.715405,4
VARIATION FROM THE NORM,VARIATION FROM THE NORM,1,2025-03-11,2025-03-11,1,0,3.3,2.1027049815771104,0.161126,1.373918,4
VARIETIES,VARIETIES,1,2024-09-10,2024-09-10,1,0,3.3,3.5622304281505333,0.506682,2.707628,4
VARIOUS AMOUNTS OF WOOD,VARIOUS AMOUNTS OF WOOD,1,2026-06-26,2026-06-26,1,0,2.8,1.8149780455310371,0.127108,1.07689,4
VEGETABLE PARTS,VEGETABLE PARTS,1,2026-04-17,2026-04-17,1,0,2.5,1.9065276832084024,0.133901,1.17543,4
VEGETABLES MINUS STARTING LETTER,VEGETABLES MINUS STARTING LETTER,1,2026-01-02,2026-01-02,1,0,2.3,2.967536295843033,0.352498,2.177583,4
VEGETABLES WITH FIRST LETTER REMOVED,VEGETABLES WITH FIRST LETTER REMOVED,1,2025-09-21,2025-09-21,1,0,2.0,1.79932387709183,0.112138,1.073849,4
VENDOR’S SPOT AT A MARKET,VENDOR’S SPOT AT A MARKET,1,2025-01-09,2025-01-09,1,0,2.5,1.5469928662962547,0.09515,0.800516,4
VERBS EXPRESSING POSSIBILITY,VERBS EXPRESSING POSSIBILITY,1,2025-11-26,2025-11-26,1,0,2.7,2.7117573873072804,0.277703,1.95809,4
VERBS FOR FINISHING DONUTS,VERBS FOR FINISHING DONUTS,1,2025-05-29,2025-05-29,1,0,2.0,2.058362948073614,0.159779,1.324247,4
VERBS IN A CAKE RECIPE,VERBS IN A CAKE RECIPE,1,2024-09-08,2024-09-08,1,0,3.3,3.0250493508627003,0.31579,2.280463,4
VERBS IN BREADMAKING,VERBS IN BREADMAKING,1,2025-05-31,2025-05-31,1,0,2.3,2.0226967187653404,0.153441,1.289549,4
VERBS IN MAKING A MOJITO,VERBS IN MAKING A MOJITO,1,2026-05-10,2026-05-10,1,0,1.5,2.6070410738381464,0.282971,1.83234,4
VERY SMALL AMOUNT,VERY SMALL AMOUNT,1,2024-09-04,2024-09-04,1,0,2.7,2.4273314635166128,0.249625,1.65892,4
VIDEO GAME FRANCHISES,VIDEO GAME FRANCHISES,1,2024-10-19,2024-10-19,1,0,2.5,2.157924363257648,0.16533,1.433247,4
VIGOR,VIGOR,1,2025-05-10,2025-05-10,1,0,3.0,2.0100619596403195,0.159767,1.268686,4
VISUAL INTERFACE,VISUAL INTERFACE,1,2024-08-23,2024-08-23,1,0,3.6,3.129426697828515,0.406206,2.310139,4
VITALITY,VITALITY,1,2024-09-13,2024-09-13,1,0,3.7,4.113388224258581,0.627346,3.221102,4
VOCAL CHARACTERISTICS,VOCAL CHARACTERISTICS,1,2026-04-26,2026-04-26,1,0,2.3,2.2387357159388213,0.207333,1.484222,4
VOCAL MUSIC,VOCAL MUSIC,1,2025-01-07,2025-01-07,1,0,3.0,3.7297737484375313,0.529005,2.878073,4
VULNERABILITY,VULNERABILITY,1,2025-12-23,2025-12-23,1,0,1.0,3.28005298216522,0.442515,2.447134,4
W.N.B.A. TEAMS,W.N.B.A. TEAMS,1,2024-12-07,2024-12-07,1,0,3.7,3.63707597037328,0.537447,2.762977,4
WALLOP,WALLOP,1,2026-04-22,2026-04-22,1,0,2.3,2.891472212498096,0.37611,2.066455,4
WANE,WANE,1,2025-03-06,2025-03-06,1,0,2.8,2.7814245643331588,0.335898,1.980051,4
WASHING MACHINE CYCLES/SETTINGS,WASHING MACHINE CYCLES/SETTINGS,1,2025-03-08,2025-03-08,1,0,2.8,2.749114972552631,0.254734,2.024041,4
WATERCRAFT,WATERCRAFT,1,2024-12-19,2024-12-19,1,0,3.3,3.477440999352195,0.486147,2.630608,4
WAX ___,WAX ___,1,2025-06-20,2025-06-20,1,1,2.8,2.5541518695817116,0.239335,1.815124,4
WAY OF SOLVING A PROBLEM,WAY OF SOLVING A PROBLEM,1,2025-02-21,2025-02-21,1,0,4.0,3.4897055027582056,0.487757,2.643109,4
WAYS ONE MIGHT REFER TO #,WAYS ONE MIGHT REFER TO #,1,2026-03-06,2026-03-06,1,0,3.5,2.687705541034548,0.262427,1.945693,4
WAYS TO APPLY PAINT,WAYS TO APPLY PAINT,1,2026-01-31,2026-01-31,1,0,2.8,2.1427742988490186,0.19283,1.388316,4
WAYS TO ATTRACT FISH,WAYS TO ATTRACT FISH,1,2024-12-07,2024-12-07,1,0,3.7,3.63707597037328,0.537447,2.762977,4
WAYS TO DENOTE A CITATION,WAYS TO DENOTE A CITATION,1,2025-06-11,2025-06-11,1,0,3.3,3.555418939723568,0.468261,2.738212,4
"WAYS TO EXPRESS 1,000","WAYS TO EXPRESS 1,000",1,2024-12-23,2024-12-23,1,0,3.0,2.9375073402284304,0.378006,2.117525,4
WAYS TO FASTEN THINGS,WAYS TO FASTEN THINGS,1,2026-05-06,2026-05-06,1,0,4.0,3.46799513279302,0.473152,2.632735,4
WAYS TO GET FOOD,WAYS TO GET FOOD,1,2025-01-26,2025-01-26,1,0,3.0,2.194354570915711,0.198605,1.441887,4
WAYS TO MODIFY A CAR'S EXTERIOR,WAYS TO MODIFY A CAR'S EXTERIOR,1,2025-06-05,2025-06-05,1,0,3.5,2.5164440189495973,0.23053,1.780544,4
WAYS TO ORDER A BEER,WAYS TO ORDER A BEER,1,2024-11-01,2024-11-01,1,0,2.6,2.205725593384766,0.222587,1.430988,4
WAYS TO PRESERVE FOOD,WAYS TO PRESERVE FOOD,1,2025-02-23,2025-02-23,1,0,3.5,2.6504444308709116,0.266636,1.898613,4
WAYS TO RECOGNIZE ACHIEVEMENT,WAYS TO RECOGNIZE ACHIEVEMENT,1,2025-05-31,2025-05-31,1,0,2.3,2.0226967187653404,0.153441,1.289549,4
WAYS TO SECURE A TV,WAYS TO SECURE A TV,1,2024-07-15,2024-07-15,1,0,2.4,2.090221453661263,0.174417,1.346264,4
WAYS TO SUPPORT A CANDIDATE,WAYS TO SUPPORT A CANDIDATE,1,2024-07-21,2024-07-21,1,0,2.7,2.6108079477493966,0.310177,1.809468,4
WAYS TO TRANSFORM AN IMAGE,WAYS TO TRANSFORM AN IMAGE,1,2024-09-07,2024-09-07,1,0,3.4,2.7717953082042395,0.265639,2.039231,4
WAYS TO VOCALIZE MUSICALLY PLUS A LETTER,WAYS TO VOCALIZE MUSICALLY PLUS A LETTER,1,2025-12-24,2025-12-24,1,0,2.0,3.092543665687812,0.409215,2.264694,4
WAYS TO WEAR YOUR HAIR UP,WAYS TO WEAR YOUR HAIR UP,1,2024-10-14,2024-10-14,1,0,3.5,2.388562386985644,0.232699,1.63124,4
WEAPONS IN THE GAME CLUE,WEAPONS IN THE GAME CLUE,1,2025-11-05,2025-11-05,1,0,3.5,3.3348178010733562,0.460352,2.492307,4
WEARY,WEARY,1,2025-04-28,2025-04-28,1,0,2.8,1.9283188836474567,0.124859,1.209544,4
WEATHER TERMS,WEATHER TERMS,1,2025-10-17,2025-10-17,1,0,2.0,1.148051889655873,0.028737,0.407925,4
WEB BROWSER BUTTONS,WEB BROWSER BUTTONS,1,2025-03-19,2025-03-19,1,0,3.0,2.9222903516640173,0.330849,2.147174,4
WEB BROWSERS,WEB BROWSERS,1,2025-01-17,2025-01-17,1,0,3.5,3.3657932554626133,0.415025,2.573273,4
"WELL-DEFINED, AS AN IMAGE","WELL-DEFINED, AS AN IMAGE",1,2026-01-22,2026-01-22,1,0,2.0,2.28112825747579,0.182012,1.558318,4
WET ___,WET ___,1,2026-01-03,2026-01-03,1,1,2.8,3.071456472601806,0.413534,2.236113,4
"WHAT ""C"" MIGHT MEAN","WHAT ""C"" MIGHT MEAN",1,2025-12-15,2025-12-15,1,0,1.0,2.2033250152253583,0.207158,1.443655,4
